title,authors,source_journal,year,doi,doi_status,doi_match_ratio,origin,scopusUrl,wos_id,abstract,abstract_source,doi_native_scopus,doi_agreement,cribado_decision_ia,cribado_criterio,cribado_motivo,cribado_decision_final,cribado_resolucion
"Investigating the Antecedents of Investment Intention and the Mediating Effect of Investment Self-efficacy among Young Adults in Shandong, China","Lim T.S., Qi P.C.","Global Business and Finance Review, 28(2)",2023,10.17549/gbfr.2023.28.2.1,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/85159954621?origin=resultslist,,"Purpose: This study examines the antecedents and predictors of investment intention and the mediating role of investment self-efficacy. The study empirically investigates the complexity of the decision-making process related to financial investment in Shandong, China. Design/methodology/approach: The Integrated Behavioral Model underpinned the research. The sample was selected using the judgmental-sampling method. A sample of 313 responses from young income earners aged 25 to 39 was analyzed. Twelve hypotheses were tested using the SmartPLS statistical software. Findings: The resultant outcomes contradict the normative theory of finance. The findings revealed that psychological (risk perception and subjective financial knowledge) and sociological (influences of family, friends, and Internet) factors significantly influence the attitude of young income earners toward investment. Investment self-efficacy dem-onstrates a significant mediating role, as the indirect effect is almost half the total effect. Evidently, subjective financial knowledge positively influences investment self-efficacy, which in turn has a positive influence on investment intent. Research limitations/implications: The result is concerning as young wage earners appear overconfident in their financial skills. Policymakers and relevant market actors should strive to improve real financial knowledge, as real financial knowledge is known to be linked with the effectiveness of financial investments. Future research in this area may adopt a mixed-method approach as it has the potential to uncover new variables and provide a broader spectrum to understand the complexity of people's investment decision-making process. Originality/value: The study highlights the complexity of the decision-making process. It highlights the central role of self-efficacy in explaining investment intention. The empirical evidence from the world's most populous nation, China, expands the relevance of behavioral finance theory in mainstream finance research.",SCOPUS_UI,10.17549/gbfr.2023.28.2.1,MATCH,INCLUDE,"I1,I2,I3,I4",Examina la autoeficacia de inversión y percepción de riesgo como mediadores de la intención de inversión financiera en jóvenes.,INCLUDE,
Demography of Investors and Behavioral Biases - An Empirical Study,"Bushra, Srivastav S., Pandey A.","Scms Journal of Indian Management, 20(1)",2023,,NOT_FOUND,0.429,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/85160519085?origin=resultslist,,"This paper examines the relationship between investors' demographic variables and behavioral biases. This study includes demographic factors like age, gender, marital status, income level, level of education, occupation, and investment experience of individual investors. The study uses t-test and ANOVA to examine the survey data of 184 retail investors in Delhi-NCR. The research findings show the existence of behavioral biases like anchoring, mental accounting, overconfidence, herding, and loss aversion. The findings support the existence of biases among individuals and show that their behavior is not always rational. This study is to find an association of variables, not to find out the causality. The results of this research should not be taken as implying causation. The findings could have consequences for financial educators who want to promote personal financial awareness. Understanding the decision-making processes of their clients can help financial advisors become more effective. Despite detailed literature on behavioral finance, only a small amount of academic research has been done to analyze the relationship between biases and demographic factors in the context of retail investors in Delhi-NCR. By attempting to fill this gap in the literature, this study contributes to it.",SCOPUS_UI,,NO_NATIVE,INCLUDE,"I1,I2,I3,I4","Analiza anclaje, contabilidad mental, exceso de confianza, herding y aversión a la pérdida en inversionistas minoristas.",INCLUDE,
Harnessing Behavioral Traits to Enhance Financial Stock Recommender Systems: Tackling the User Cold Start Problem,"Takayanagi T., Izumi K.",Proceedings 2023 IEEE International Conference on Big Data Bigdata 2023,2023,10.1109/bigdata59044.2023.10386644,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/85184983529?origin=resultslist,,"Recommender systems often struggle with the user cold start problem, which arises when there is a lack of interaction data for new users. This issue is particularly important in financial stock recommendations, as novice investors often lack investment experience and require personalized advice more than experienced users. Behavioral finance offers valuable insights into investor preferences and highlights the impact of psychological factors on investor behavior. In this paper, we present a novel framework that integrates behavioral finance with financial stock recommendations to effectively tackle the user cold start problem. To that end, we first conduct a survey involving 964 Japanese individual investors to gather investment-related behavioral traits while collecting their transaction data in a trading platform. Then, we introduce the Investor Risk-tolerance Aware DropoutNet (IRAD) and show its improved performance over baseline models, demonstrating its effectiveness for stock recommendations in cold start settings. Finally, we offer an example of how incorporating investors' behavioral traits can result in more interpretable stock recommendations.",SCOPUS_UI,10.1109/BigData59044.2023.10386644,MATCH,INCLUDE,"I1,I2,I3,I4",Incorpora rasgos conductuales y tolerancia al riesgo de inversionistas individuales en un sistema de recomendación de acciones.,INCLUDE,
Financial Literacy and Heuristic Driven Biases: The Role of Risk Perception,"Kathpal, Shashank and Akhtar, Asif and Zaheer, Asma",REVIEW OF BEHAVIORAL ECONOMICS,2023,10.1561/105.00000177,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/85183102186?origin=resultslist,WOS:001106557500001,"This study scrutinizes the relationship between the investor's financial literacy and heuristic-driven biases (Overconfidence, Representativeness, Availability, and Anchoring Bias). Further, it attempts to examine the mediating role of risk perception. We collected the data from 492 individual investors in India using a structured questionnaire. We adapted the questionnaire items from the benchmarked literature scales on financial literacy and heuristic-driven biases. The authors employed structural equation modelling to evaluate the proposed relationship between financial literacy and heuristic-driven biases. The process macro was employed to measure the mediating role between the mentioned constructs. The study demonstrates that financial literacy is inversely related to overconfidence and anchoring bias. Furthermore, risk perception fully mediates the relationship between financial literacy and representativeness bias. The key findings could be helpful for financial advisors dealing with their clients. The study could provide insights to the Government and private bodies working with the assumption that financial literacy reduces investment biases. To the best of the authors' knowledge, this is the first study to examine the impact of financial literacy on investment biases dealing with mental shortcuts. The study is vital to comprehend the impact of financial literacy on decision-making heuristics and the role of risk perception in the mentioned constructs.",SCOPUS_UI,10.1561/105.00000177,MATCH,INCLUDE,"I1,I2,I3,I4","Examina sesgos heurísticos (exceso de confianza, anclaje) y percepción de riesgo de inversionistas individuales en India.",INCLUDE,
AN EMPIRICAL INVESTIGATION ON INVESTOR PSYCHOLOGICAL BIASES,Khalaf B.A.,"Corporate and Business Strategy Review, 4(2)",2023,10.22495/cbsrv4i2art1,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/85151494928?origin=resultslist,,"The main aim of this paper is to investigate the impact of behavioral biases on the decisions of Jordanian investors. This empirical study investigated the impact of six behavioral finance biases and their impact on Jordanian investors’ financial decisions in the Amman Stock Exchange (ASE). Specifically, this paper empirically examines the impact of cognitive and emotional biases such as overconfidence, representation, availability, loss aversion, anchoring and regret aversion on investors’ financial decisions. Following Chaffai and Medhioub’s (2014) methodology, the paper applied the questionnaire-based approach and managed to collect 693 responses out of 2000 questionnaires (34.65 percent response rate) during the last five years. The main result achieved is that Jordanian investors take their decisions by falling for three main biases such as overconfidence, loss aversion, and anchoring. Jordanian investors believe that their decisions will lead to positive gains even if they are not based on highly developed models that can be used to direct investment strategies.",SCOPUS_UI,10.22495/cbsrv4i2art1,MATCH,INCLUDE,"I1,I2,I3,I4","Estudia exceso de confianza, aversión a la pérdida y anclaje en decisiones financieras de inversionistas jordanos.",INCLUDE,
Disposition Effect: Brazilian Investors' Behavior during the Covid-19 Pandemic,"de Albuquerque Barreto P.L., da Silveira Barbedo C.H., Camilo-Da-Silva E.","Brazilian Business Review, 20(1)",2023,10.15728/bbr.2023.20.1.1.en,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/85152688906?origin=resultslist,,"This study investigates the disposition effect with regard to Brazilian investors, with focus on the year 2020. The database is composed by more than 12,000 trades by 274 investors. We follow the method of Odean (1998) to estimate the proportions of gains and losses realized and test the null hypothesis of equality of these proportions in each portfolio. The results suggest that Brazilian investors behave in line with the disposition effect. They sell winning stocks too early and hold losing stocks too long. A stock that is gaining value is more likely to be sold from day to day compared to a stock that is losing value. The disposition effect was not found in March, which suggests that investors employed a loss-limit during periods of market stress, no matter if the stock went up or down.",SCOPUS_UI,10.15728/bbr.2023.20.1.1.en,MATCH,INCLUDE,"I1,I2,I3,I4",Analiza el efecto disposición en el comportamiento de trading de inversionistas brasileños durante la pandemia.,INCLUDE,
Predicting the financial behavior of Indian salaried-class individuals,"Mulasi A., Mathew J., Desai K.","Investment Management and Financial Innovations, 20(1)",2023,10.21511/imfi.20(1).2023.03,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/85148227348?origin=resultslist,,"COVID-19 has caused not only unprecedented health crises but also economic crises among individuals across the world. White-collar (salaried-class) employees with a fixed salary face financial insecurity due to job loss, pay cuts and uncertainty in retaining a job. This study examines the financial behavior of Indian white-collar salariedclass investors to their cognitive biases. In addition, the mediating effect of financial self-efficacy on cognitive biases and financial behavior is examined. Respondents were given structured questionnaires (google forms) through emails and WhatsApp for data collection. SPSS and R-PLS are used to analyze the data. Conservatism (r = -.603, p < 0.05) and herding bias (r = -.703, p < 0.05) have a significant negative correlation with financial behavior. Financial self-efficacy has a significant positive correlation (r =.621. p < 0.050). Conservatism and herding predicted 60.5% and 62.2% of the variance, respectively. The direct and indirect paths between conservatism bias, financial self-efficacy, and financial behavior are significant. The paths between herding, financial self-efficacy and financial behavior are also significant.",SCOPUS_UI,10.21511/imfi.20(1).2023.03,MATCH,INCLUDE,"I1,I2,I3,I4","Examina conservadurismo, herding y autoeficacia financiera de inversionistas asalariados individuales.",INCLUDE,
Investor Behavior during Periods of Crises: The Chinese Funds Market during the 2020 Pandemic,"Marjerison R.K., Han L., Chen J.","Review of Integrative Business and Economics Research, 12(1)",2023,,NOT_FOUND,0.531,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/85148047689?origin=resultslist,,"This study seeks to contribute to the body of research on economic sustainability during periods of crisis by examining investor behavior in China during the COVID-19 pandemic in 2020. Economic conditions in China during 2020 can be separated into the first half of the year, a period of extreme economic uncertainty, and the second half of the year when there was almost no COVID and was a period of relative economic stability. Unexpectedly, Chinese funds showed consistent, strong growth throughout all of 2020. This study applies behavioral finance theory to interpret data gathered through an online survey to examine several factors in the psychology of investors during these two periods. Factors included; risk avoidance, heuristic, prospect, and herding. The heuristic factor was further divided into: representativeness, anchoring, overconfidence, gambler fallacy, and availability bias. The prospect factor included loss aversion and regret aversion. The analysis indicates that low-risk funds' investments grew significantly during the first half of the year due to risk avoidance behavior. During the second half of 2020, as the level of uncertainty and risk in China was considerably reduced, investment in low-risk funds continued with robust activity and growth due to the investment psychology of the herding effect. The findings contribute to the body of knowledge on investor behavior and market resiliency during periods of crisis.",SCOPUS_UI,,NO_NATIVE,INCLUDE,"I1,I2,I3,I4","Analiza aversión al riesgo, heurísticas, prospecto y herding en el comportamiento de inversionistas de fondos durante la pandemia.",INCLUDE,
Is the investor's reliance on cognition and emotional regulation predict preference for selecting value versus growth stocks?,"Ahmad, Fawad and Oriani, Raffaele",EUROPEAN JOURNAL OF FINANCE,2023,10.1080/1351847X.2022.2086478,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/85132155484?origin=resultslist,WOS:000812658100001,"Economic behavior highlights the importance of differences in individual characteristics like cognition and emotional regulation strategy in predicting the selection and performance of economic choices. However, the literature on value premium has overlooked the effect of cognition and emotional regulation strategy in assessing individual preference to select value versus growth stocks. We fill this gap by employing dual-process and emotional regulation theories to investigate the impact of intuitive cognition (Type 1), analytical cognition (Type 2), expressive suppression, and cognitive reappraisal on individual preferences for the selection of value versus growth stocks. Results confirm that individuals with higher reliance on Type 1 (or Type 2) and expressive suppression (or cognitive reappraisal) exhibit lower (or higher) preferences for the selection of value versus growth stocks. These results imply that emotion alters an individual's decision-making, and both emotion and cognition are inherently intertwined from inception to action. Our findings have implications for investors to avoid (or seek) investment in emotion-driven fundamentally weak overvalued firms (or fundamentally strong undervalued firms) via regulating emotional inhibitors to engage in thorough decision-making.",SCOPUS_UI,10.1080/1351847X.2022.2086478,MATCH,INCLUDE,"I1,I2,I3,I4",Examina la regulación emocional y el estilo cognitivo del inversionista en la selección de acciones de valor versus crecimiento.,INCLUDE,
Big Five Personality Traits and Financial Literacy: Effect on Risk Tolerance of Filipino Investors from Higher Education Institutions in Metro Manila,"Mendoza D.M., Padernal A.M.G., Pante E.M.S., Magbata E.V.S., Mandigma M.B.S.","Review of Integrative Business and Economics Research, 12(2)",2023,,NOT_FOUND,0.636,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/85153594788?origin=resultslist,,"The topic financial risk tolerance has been extensively studied globally. Risk tolerance is the risk that an investor is willing to take or the level of uncertainty that an investor may face. In recent years, factors having influence on risk tolerance of investors is an issue which many financial researchers would like to tackle. This study investigated the influence of the Big Five Personality Traits and financial literacy on risk tolerance. A sample of Filipino investors, comprising of 320 students and faculty members from higher education institutions in Metro Manila, were surveyed via Google forms employing a four-point Likert scale to determine their risk tolerance, Big Five Personality Traits, and financial literacy. Using multiple regression analysis, it was established that the Big Five Personality Traits (Extraversion, Openness to Experience, and Neuroticism), as well as financial literacy, influence the risk tolerance of the respondents. This study may contribute to the literature, specifically on behavioral finance.",SCOPUS_UI,,NO_NATIVE,INCLUDE,"I1,I2,I3,I4",Analiza el efecto de rasgos de personalidad y literacidad financiera sobre la tolerancia al riesgo de inversionistas filipinos.,INCLUDE,
An Application of the IFM Method for the Risk Assessment of Financial Instruments,"Pons, Adria and Cristobal-Fransi, Eduard and Vintro, Carla and Rius, Josep and Querol, Oriol and Vilaplana, Jordi",COMPUTATIONAL ECONOMICS,2023,10.1007/s10614-021-10208-4,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/85116964672?origin=resultslist,WOS:000707903900003,"External influences or behavioral biases can affect the way risk is perceived. This paper studies the prediction of VaR (Value at Risk) as a measure of the risk of loss for investments on financial products. Our aim is to predict the percentage of loss that a financial product would have in the future to assess the risks and determine the potential loss of a security in the stock market, thus reducing reasoning influenced by feelings for bank and financial firms seeking to deploy AI and advanced automation. We used the IFM (inference function for margins) method in different market scenarios, with particular emphasis on the strengths and weaknesses of it. The study is assessed on single product level with the skewed studen-t GARCH(1,1) model and portfolio level with t-copulas for the inter-dependencies. It has been shown that under normal market conditions the risk is predicted properly for both levels. However, when an unexpected market event occurs, the prediction fails. To address this limitation, a combined model with sentiment analysis and regression is proposed for further investigation as a future work.",SCOPUS_UI,10.1007/s10614-021-10208-4,MATCH,EXCLUDE,E6,"Es un método cuantitativo (IFM, GARCH, cópulas) de predicción de VaR de instrumentos financieros, sin examinar un constructo conductual del inversionista.",EXCLUDE,
The Role of Asset Ownership in PSS Theory: An Insight from Expert Interviews,"Stoll O., West S., Pirola F., Sala R.","IFIP Advances in Information and Communication Technology, 692 AICT",2023,10.1007/978-3-031-43688-8_29,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/85174443335?origin=resultslist,,"The offering portfolios of manufacturing firms have become more servitized, leading to various product-service system (PSS) offerings, traditionally classified as product-oriented, use-oriented, and result-oriented. In this classification, the ownership of the products or assets plays a vital role in characterizing the offering. With industry 4.0, manufacturing firms can exploit new technologies to provide digitally-enabled PSS. On the other hand, the digitally-enabled PSS offerings introduce a new component of complexity concerning their categorization into product-, use-, or result-oriented as new aspects must be considered other than the physical product ownership during the PSS configuration. This paper shows that manufacturing companies define product-, use-, and result-oriented offerings, not only considering the ownership aspects but considering a broader perspective on the topic (e.g., risk assumption, data ownership). Based on the data from nine expert interviews from five different organizations, it was found that ownership of products and assets needs to be reconsidered for the categorization of PSS, as it might not be enough for a complete categorization, especially with digitalization as an enabling technology for PSS offerings.",SCOPUS_UI,10.1007/978-3-031-43688-8_29,MATCH,EXCLUDE,E6,"Trata sobre sistemas producto-servicio (servitización) y propiedad de activos industriales, no sobre riesgo conductual de inversionistas.",EXCLUDE,
The EU Taxonomy's (Potential) Effects on the Banking Sector and Bank Lending to Firms,Kirschenmann K.,"Economists Voice, 19(2)",2022,10.1515/ev-2022-0027,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/85147228270?origin=resultslist,,"One of the key pillars of the European Green Deal is a renewed sustainable finance strategy to finance sustainable growth and to channel private investments towards projects that support the transition to a climate-neutral economy. The aim of this policy is to make the private sector take into account sustainability-related non-financial factors when making financing and investment decisions. Within this framework, the EU Taxonomy provides a uniform definition and classification system of environmentally sustainable economic activities. In addition, the EU Taxonomy itself provides the basis for further legislation and regulation. Banks as the main financiers of firms in Europe and therefore important players in directing capital flows towards sustainable projects are thus targeted with several requirements based on the Taxonomy. The question then is how banks' lending to firms is affected by these regulatory changes and whether an impact on the greening of firms' economic activities can be achieved. The existing literature provides evidence that firms' environmental, social and governance (ESG) risks, profiles and performance influence their loan conditions, but it is unclear whether better funding conditions lead to reduced carbon emissions or ""greener""activities at the firm level.",SCOPUS_UI,10.1515/ev-2022-0027,MATCH,EXCLUDE,E4,"Analiza el perfil de riesgo ESG de firmas y el crédito bancario corporativo, sin ángulo conductual del inversionista individual.",EXCLUDE,
Measuring the gap between elicited and revealed risk for investors: An empirical study,"Thompson J.R.J., Feng L., Reesor R.M., Grace C., Metzler A.","Financial Planning Review, 5(4), e1151",2022,10.1002/cfp2.1151,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/85168649298?origin=resultslist,,"Financial advisors use questionnaires and discussions with clients to determine investment goals, elicit risk preference and tolerance and establish a suitable portfolio allocation for different risk categories. Financial institutions assign risk ratings to their financial products. Advisors use these ratings to categorize products into the same risk categories used for portfolio allocation. Subsequently, clients select a portfolio of assets whose risk profile we call revealed risk. This paper proposes a novel methodology for comparing an individual's elicited and revealed risk. We propose using Value-at-Risk to measure elicited and revealed risk and the discrepancy between them, showing whether clients are over-risked or under-risked. We demonstrate the methodology using a dataset from a Canadian private financial dealer. We find that elicited risk is consistently higher than revealed risk–advisors build a safety buffer into their recommendations–and elicited risk varies with respect to demographic features and trading behaviors in expected ways–investors are receiving sound advice. This risk discrepancy could be used, for example, to gauge the quality of financial advice an individual is receiving, or it could be used to help advisors communicate inconsistencies between client trading actions and client goals. Our methodology falls into the interest realms of advisors, regulators, and dealerships.",SCOPUS_UI,10.1002/cfp2.1151,MATCH,INCLUDE,"I1,I2,I3,I4",Compara el riesgo elicitado y revelado (tolerancia al riesgo) de clientes inversionistas frente a su asignación real de portafolio.,INCLUDE,
Unsupervised machine learning to reveal South African risk behaviour archetypes in the domain of discretionary investment decisions,"Nixon, Paul and Gilbert, Evan",JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE,2022,10.1016/j.jbef.2022.100757,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/85139053597?origin=resultslist,WOS:000867432800005,"The mediated risk models of decision making under conditions of risk propose that individuals’ recent experiences of investments can lead to them making investment switching decisions that would be different to those based on their long term risk preferences. This study used the medoids clustering algorithm applied to a large, novel, dataset to identify four statistically significant patterns of switching behaviour based on the dimensions highlighted by this body of theory. Individual decision makers exhibit three consistent patterns or archetypes of risk-seeking (termed ‘assertive’), loss aversion (termed ‘anxious’) and risk aversion (termed ‘avoider’) behaviour over most time periods. Each consistent behaviour pattern is, however, susceptible to temporary deviations from ‘normal’ behaviour. Loss averse investors are on occasion drawn into both risk averse and risk seeking behaviour. Similarly, risk seeking investors are sometimes drawn into both loss averse and risk averse switching behaviour. This provides evidence to support the mediated perspective on risk-based decision-making behaviour and demonstrates the viability of this machine learning-based method for segmenting investors from a financial advice, marketing, and communications perspective.",SCOPUS_UI,10.1016/j.jbef.2022.100757,MATCH,INCLUDE,"I1,I2,I3,I4","Identifica arquetipos de comportamiento de riesgo (aversión a la pérdida, búsqueda de riesgo) en decisiones discrecionales de inversión individual.",INCLUDE,
The Influence of Social and Personal Factors in Individual Investment Decision Making,"Pa, Andiena Nindya Putri and Wiksuana, IGB. and Suartana, I. Wayan and Artini, Luh Gede Sri",QUALITY-ACCESS TO SUCCESS,2022,10.47750/QAS/23.191.10,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/85141716938?origin=resultslist,WOS:000935175300009,"Research regarding relationship between social factors and investment decisions is still very rarely done. This study aims to examine the moderating relationship of polygamy risk as a social factor in the relationship between the level of risk tolerance and financial literacy in women on investment decisions in financial products. The data was collected using a survey method with 329 women as participants and married samples was women who worked in private banks and microfinance institutions. The data was classified based on the respondents' risk tolerance, financial literacy, and risk perception of polygamy. MANOVA Techniques were used to test the research model. The test results found that the risk of polygamy moderates the relationship between women in high-risk tolerance conditions. It shows that within the high risk of polygamy conditions, women's preference for short-term financial investment products is higher than in low-level risk polygamy conditions. The group of women with expert financial knowledge and a higher risk tolerance who choose to invest in short-term financial products as The moderating variable of polygamy can be considered as a social risk that cannot be controlled and is affected by the main effects of financial literacy and risk tolerance, where women naturally behave as risk averse in order to maintain a stable life and prosperity. Short-term investments have low returns, but they can be sold at any time and turned into cash, making them the most liquid assets.",SCOPUS_UI,10.47750/QAS/23.191.10,MATCH,INCLUDE,"I1,I2,I3,I4","Examina tolerancia al riesgo, literacidad financiera y percepción de riesgo social en la decisión de inversión de mujeres individuales.",INCLUDE,
Behavioural Bias: Does it Affect an Investor's Rationality?,"Joshi C.S., Badola S., Chopra G.","Scms Journal of Indian Management, 19(4)",2022,,NOT_FOUND,0.526,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/85159870866?origin=resultslist,,"The stock market is a crucial aspect of India's financial market and the world's economy, which results in massive investment performances. In the fast-moving financial scenario, traditional finance is incapable of explaining the irrationality of an investor. The investors are irrational and get influenced by irregularities in the financial market. Behavioural finance has received a lot of significance through its endeavours to ascertain the biases behind an investor's behaviour. This research paper aims to examine the significant impact of behavioural biases on the investment decision-making of individual investors. The study consisted of 378 individual investors trading in Indian stock exchanges, and data was gathered with the help of a questionnaire developed for the purpose of research. The questionnaire was empirically tested after approving its reliability and validity. The results revealed a substantial impact of the behavioural biases affecting the investment decisions of the individual investors: Loss aversion bias, Status quo bias and Optimism bias in the presence of gender as a moderator. The results also exhibited that Loss Aversion bias had the maximum impact on the investment decision-making of an Indian individual investor.",SCOPUS_UI,,NO_NATIVE,INCLUDE,"I1,I2,I3,I4","Analiza aversión a la pérdida, statu quo y sesgo de optimismo en la decisión de inversión de inversionistas individuales indios.",INCLUDE,
A Multimodal Affective Sensing Model for Constructing a Personality-Based Financial Advisor System,"Lee, Chung-Hong and Yang, Hsin-Chang and Su, Xuan-Qi and Tang, Yao-Xiang",APPLIED SCIENCES-BASEL,2022,10.3390/app121910066,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/85140010539?origin=resultslist,WOS:000866793500001,"To achieve successful investments, in addition to financial expertise and knowledge of market information, a further critical factor is an individual’s personality. Decisive people tend to be able to quickly judge when to invest, while calm people can analyze the current situation more carefully and make appropriate decisions. Therefore, in this study, we developed a multimodal personality-recognition system to understand investors’ personality traits. The system analyzes the personality traits of investors when they share their investment experiences and plans, allowing them to understand their own personality traits before investing. To perform system functions, we collected digital human behavior data through video-recording devices and extracted human behavior features using video, speech, and text data. We then used data fusion to fuse human behavior features from heterogeneous data to address the problem of learning only one-sided information from a single modality. Through several experiments, we demonstrated that multimodal (i.e., three different signal inputs) personality trait analysis is more accurate than unimodal models. We also used statistical methods and questionnaires to evaluate the correlation between the investor’s personality traits and risk tolerance. It was found that investors with higher openness, extraversion, and lower neuroticism personality traits took higher risks, which is similar to research findings in the field of behavioral finance. Experimental results show that, in a case study, our multimodal personality prediction system exhibits high performance with highly accurate prediction scores in various metrics.",SCOPUS_UI,10.3390/app121910066,MATCH,INCLUDE,"I1,I2,I3,I4",Relaciona rasgos de personalidad con la tolerancia al riesgo del inversionista para un sistema de asesoría financiera.,INCLUDE,
Does the Adaptive Market Hypothesis Reconcile the Behavioral Finance and the Efficient Market Hypothesis?,"Noreen, Umara and Shafique, Attayah and Ayub, Usman and Saeed, Syed Kashif",RISKS,2022,10.3390/risks10090168,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/85138634520?origin=resultslist,WOS:000859642500001,"This study aims to test the adaptive market hypothesis by using the myopic behavior of investors as a new proxy. The data have been taken from New York Stock Exchange from December 1994 to December 2020. Following this collection of data, the companies’ stock prices were distributed into six different portfolios based on size, investment, a book-to-market value, and operating profit. Ordinal logistic regression was used to calculate the probability of recovery of losses after experiencing a decline in the market. As part of the robustness analysis, this study replaces the Sharpe ratio with a Lower Partial Moment ratio. Most of the results for the Sharpe ratio and Lower Partial Moment ratio are similar. During 1995–1999, 2002–2006, and 2010–2020, the investors have not shown myopic behavior towards losses, but from 2000–2001 and 2007–2009 the investors exhibited myopic characteristics. Furthermore, as investors move between myopic and non-myopic loss aversion, the study reports that the US market is both efficient and inefficient at various points in time, following the adaptive market hypothesis. Thus, such a finding could act as a basis for future investment models by adapting traditional models or by building and contributing to the development of new ones.",SCOPUS_UI,10.3390/risks10090168,MATCH,INCLUDE,"I1,I2,I3,I4",Usa el comportamiento miope frente a pérdidas (aversión a la pérdida) de inversionistas como proxy de comportamiento adaptativo de mercado.,INCLUDE,
Artificial humanity: Smart tooling to implement the human touch in digital investing,Vandenbroucke J.,"Journal of Digital Banking, 7(2)",2022,10.69554/yywp7445,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105043625814?origin=resultslist,,"In recent years, the accessibility of investment services and the business impact of digital distribution channels have drastically improved. The rapid growth in financial technology is one explanation. But this is insufficient. Performing digital investment processes grow beyond cold automation. Equally important, therefore, is the content-driven innovation in methodologies that help understand and anticipate human behaviour. This makes digitisation more successful in the absence of adviser assistance. Government agencies and regulators show a growing interest in this field. Accessibility of investment services is welcomed as it promotes financial inclusion, but it could equally add to systemic risks. Content-driven innovation that delivers technology in support of conscious decision making aligns financial inclusion with digital literacy and investor protection. This paper equips financial professionals and decision makers to spearhead this evolution.",SCOPUS_UI,10.69554/YYWP7445,MATCH,UNCERTAIN,AMBIGUO,"El abstract es genérico sobre digitalización de servicios de inversión y comprensión del comportamiento humano, sin evidencia sustantiva sobre un constructo específico de riesgo conductual.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
"Disposition bias among Borsa Istanbul investors: What do we know about type, size and trading frequency?","Kahya, Evrim Hilal and Ekinci, Cumhur",JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE,2022,10.1016/j.jbef.2022.100682,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/85133373841?origin=resultslist,WOS:000911783000002,"This paper investigates the disposition bias for different categories of investors based on type (legal persons, female and male), size (large, medium and small) and trading frequency (frequently, occasionally and infrequently trading). Analyzing an exhaustive dataset consisting of 283,913 investors from Borsa Istanbul, we find that all types of investors exhibit disposition bias while legal persons, large investors and frequently trading investors do less. Trading frequency, rather than size, is the most relevant investor feature associated with disposition bias. A detailed analysis with combined features is needed for understanding the role of various factors in this investor behavior.",SCOPUS_UI,10.1016/j.jbef.2022.100682,MATCH,INCLUDE,"I1,I2,I3,I4","Analiza el sesgo de disposición según tipo, tamaño y frecuencia de trading de inversionistas de la bolsa de Estambul.",INCLUDE,
